,EMOTION,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
717,Disgust,0.44347024,0.3694806,0.4294418,0.45215136,0.43693787,0.3802164,0.37545872,0.47066402,0.51513976,0.4669302,0.5148966,0.4967342,-427.4711,133.36217,-10.441903,26.86317,-14.559643,17.64699,-13.41585,7.8522325,-1.9921378,3.3485208,12.130364,2.6946743,-0.42810622,-1.9174105,9.045787,-0.41716585,10.356912,-2.9831195,0.15044838,1.2296296
718,Joy,0.4863745,0.38869777,0.35954073,0.4378648,0.39143246,0.39188305,0.4577962,0.45657593,0.4410735,0.43306184,0.5003444,0.5437096,-378.1662,114.55003,-28.908916,25.938742,-6.9896054,9.229751,-17.700426,5.3839087,1.5785517,6.7111664,9.615387,0.718362,4.6413255,5.176605,8.011374,-3.0938118,10.824189,3.1585507,1.318026,2.4134173
719,Disgust,0.41535628,0.3738771,0.31443778,0.36680663,0.30567977,0.2728476,0.25400892,0.27711266,0.3896444,0.45567396,0.6163605,0.43979165,-401.09317,118.562416,-1.9183992,9.46715,-10.827869,13.638775,-6.5503592,13.54919,-1.6935201,0.70059943,15.359351,-1.7613668,-0.7161014,3.860184,10.115996,6.1866126,6.008794,-6.3918767,-1.8307669,2.0972145
720,Surprise,0.643272,0.5804188,0.49796054,0.5043662,0.50967944,0.57546675,0.5959995,0.58065593,0.66269803,0.59203243,0.6318753,0.6399103,-432.5648,105.29796,-0.19673902,8.542838,-7.8440866,17.007477,0.8134786,7.646133,6.4606233,5.631696,9.764232,3.691044,2.643924,1.2572433,5.6183023,2.6310596,8.579161,3.27225,3.9231675,6.0383472
721,Joy,0.5080715,0.44978765,0.3345737,0.3749095,0.3874565,0.40597373,0.51008725,0.49473888,0.449545,0.428291,0.48942125,0.50105107,-379.2938,113.41181,-15.509616,10.497432,-1.2975469,7.731591,-6.337603,-4.064332,-1.5836862,7.5284104,12.90466,3.552299,-3.110018,5.066666,9.988877,-0.031021118,7.208085,0.5817461,1.7902877,7.276826
722,Joy,0.3998037,0.31535795,0.32104263,0.36462548,0.32225263,0.26077282,0.20745477,0.21309231,0.3272979,0.40971914,0.36414146,0.41895226,-369.3776,117.35755,-8.605019,26.619663,-11.4633665,3.8034325,1.0706604,-13.48452,-6.4901915,-2.0956044,-4.587648,-2.1264954,-1.1078634,0.6202513,-0.015066489,-2.831692,3.5894582,-2.447005,-2.3883486,-0.5960194
723,Joy,0.15895611,0.1701807,0.3098076,0.45478278,0.36743253,0.3740866,0.29809245,0.28728256,0.28823134,0.39580792,0.4558365,0.25769675,-228.96109,127.78055,-55.89759,21.751232,-33.9826,1.2496339,-0.68097395,-20.354153,-21.730787,9.734025,-7.769765,-3.5000355,3.0349326,-3.3398044,5.4552364,-10.442673,14.996453,7.4509587,4.598847,3.920858
724,Joy,0.30961022,0.36453697,0.41537255,0.3892665,0.42043057,0.39069405,0.33974442,0.2967447,0.31661555,0.32951635,0.33553,0.3335856,-311.22,131.70087,-47.12171,25.493391,-29.239782,7.8195696,3.081173,-12.898188,-7.8843384,1.5416552,-2.720686,-0.06667794,2.4118416,-4.526738,-6.1692853,-13.02154,1.5541545,-1.1192107,2.902753,4.963987
725,Joy,0.276689,0.2792192,0.3363831,0.3842183,0.43018934,0.33329767,0.23538975,0.2608346,0.33115315,0.40146703,0.34239587,0.26766133,-299.50546,146.34329,-34.431362,25.363335,-24.560644,-3.9381835,-1.0964642,-19.000153,-10.476527,0.9639743,-2.5929382,1.8131988,-2.5269516,0.26608905,-1.0858333,-15.236964,3.5939314,-0.13642624,-3.5052893,1.2124463
726,Surprise,0.32513687,0.50593966,0.44858584,0.40044355,0.390996,0.3306477,0.38177437,0.491354,0.5803563,0.498765,0.29096895,0.2610285,-418.15927,131.69957,5.164292,14.095281,-11.191576,-5.9178624,13.743892,-6.3773255,-3.8032353,6.193816,0.40815058,5.6540833,0.4971067,1.1213969,5.3721495,-4.164204,-0.6987975,0.96995354,-2.9136891,-2.9232707
727,Joy,0.42699203,0.41113183,0.48135135,0.49055624,0.4234915,0.34437117,0.34026477,0.3754095,0.4121893,0.5034954,0.49825892,0.45992374,-368.70856,114.38389,-18.014875,17.496004,-13.154502,3.8686597,4.97272,-11.22945,-7.5963936,3.9818792,-1.8408564,3.8980815,6.5793757,6.1046877,1.9141846,-8.833351,5.3578568,0.18387961,-1.4346346,0.19199646
728,Anger,0.33449206,0.3564745,0.4288036,0.463696,0.413428,0.44445783,0.4138894,0.4684684,0.68344146,0.7170319,0.5669518,0.34588093,-442.2508,131.20743,-4.9634686,22.267084,-27.77906,21.995876,7.4791365,9.297784,-8.9622,7.5277505,1.3297518,-1.4228252,8.607988,-2.7527175,3.7743084,-8.456408,6.8850584,-1.874993,-0.29629007,-1.3707134
729,Anger,0.3256339,0.35544074,0.38268292,0.42290258,0.4481849,0.33723858,0.2507837,0.25501,0.3947672,0.5302398,0.38221192,0.27714005,-371.52792,132.4568,-9.089349,14.183878,-32.864082,6.1121454,5.6448913,-12.221739,-3.1183434,1.7386076,-4.039209,-1.435807,5.738157,0.42727974,-2.4808385,-4.1796737,2.6546693,0.7484138,3.0356774,1.2518936
730,Anger,0.22931479,0.24139614,0.24076496,0.36283293,0.44916993,0.3838421,0.27235633,0.28556457,0.3506647,0.5180519,0.5193617,0.3363928,-385.04282,131.17918,-19.834826,34.456573,-28.231638,14.205221,-5.545294,-8.913315,-6.1682625,5.0656776,5.731997,-1.214249,4.0288625,-1.4052504,-1.3089279,-10.497112,2.875097,-1.2180649,3.6374774,2.0649211
731,Joy,0.19189058,0.32471886,0.38596806,0.4310524,0.42883474,0.35678875,0.28822482,0.20869775,0.27186382,0.24379046,0.26122642,0.2707458,-234.9985,145.4487,-53.093708,31.036844,-31.770098,-3.5103436,-1.3860776,-17.632933,-24.448402,9.094241,-10.987945,-7.367849,14.324027,-11.836193,-4.577556,-7.85214,-4.1599545,-1.1173164,7.7779737,1.3434931
732,Joy,0.36534715,0.39817938,0.3797389,0.41804415,0.34907746,0.3401683,0.3096286,0.3371879,0.3873803,0.401873,0.38421136,0.3563432,-313.5894,131.71564,-21.484516,14.538792,-30.2393,-1.6481397,6.2747893,-16.321194,-8.92776,4.0599737,-9.08717,1.7277243,6.290024,-3.1843398,-0.7725714,-6.209435,3.176248,2.5299654,3.0639262,3.0992286
733,Joy,0.5047289,0.531199,0.3719992,0.31223294,0.3197146,0.31028074,0.31005004,0.33539233,0.41471946,0.43964645,0.51707774,0.5698012,-373.52917,115.2601,-31.184921,46.425,-3.0645993,13.5899,-25.1067,10.747285,-0.3813482,0.9407173,2.1319458,-0.15228674,7.228418,3.0742047,12.251109,-1.971644,12.527468,2.6194074,0.9435268,-0.058020677
734,Joy,0.3505359,0.42505094,0.35353306,0.3225307,0.32143813,0.32209206,0.30522746,0.27431026,0.33230317,0.3878546,0.4068289,0.3773502,-401.1262,125.98077,-7.432349,14.660252,-11.490673,4.7002726,-9.185059,6.749052,-2.1464145,5.316155,13.391283,1.3455234,4.78061,3.6074305,3.8166106,0.31405964,7.5166025,-1.659662,3.3732176,5.9539256
735,Joy,0.4261351,0.41409716,0.39544505,0.4119924,0.4491009,0.44946736,0.42142195,0.42942876,0.45822185,0.50552243,0.5395901,0.45604444,-402.7726,120.874695,-16.267391,30.149914,-10.336108,15.1079235,-21.551165,8.356438,2.7637768,0.96735,10.936792,-0.08524163,2.8909554,3.4274275,8.131979,-2.9812756,9.225834,3.359782,5.527105,3.6895342
736,Joy,0.4652957,0.42074668,0.4106563,0.43642735,0.41902733,0.44990322,0.47609457,0.47944057,0.5065029,0.47897822,0.5056572,0.54933304,-376.26282,113.07779,-28.898834,21.221481,-12.543394,4.027148,-7.7672763,5.5044866,0.46297768,6.077421,7.730562,0.08478984,4.400198,6.457041,7.843881,-3.0508108,12.054037,9.573916,7.6813025,7.1646543
737,Joy,0.48735487,0.44833586,0.30494368,0.28496942,0.25044996,0.2577189,0.3347322,0.40705907,0.3777599,0.40679848,0.50781757,0.49407157,-393.60648,146.93098,-17.906635,17.721073,-28.31938,6.0778084,-1.3694565,11.159039,-8.682109,-0.7298914,11.048885,-1.648689,3.399612,4.9028583,6.8655763,-2.3000605,9.840061,-2.585893,2.5912664,3.3647246
738,Joy,0.55618,0.51338696,0.48100236,0.4937544,0.50596994,0.4216293,0.46149558,0.51565176,0.5575775,0.5776128,0.56110424,0.6309931,-415.00095,111.54374,-27.976543,19.706438,-4.765975,13.056862,-6.827982,8.396879,3.890556,9.594212,11.015159,-0.1960487,5.7130475,6.320474,4.003285,-3.6962404,10.45348,1.1607363,4.249668,9.413806
739,Joy,0.61017644,0.61018616,0.5809206,0.53292906,0.4862377,0.5097082,0.5624779,0.46870422,0.43883938,0.4575185,0.5471328,0.5890216,-414.8034,112.28264,-22.380667,32.899956,-11.004852,20.93674,-5.7647285,3.5996914,2.8487484,1.0848904,10.865536,7.260494,2.092425,-0.55393255,10.211381,-0.12558629,9.112663,2.9114163,0.28149363,2.1838493
740,Joy,0.48522872,0.43819988,0.4116037,0.46676695,0.4468772,0.46114832,0.51356435,0.5489944,0.56717956,0.53703064,0.5846816,0.561974,-383.75922,91.93956,-17.104036,20.430073,-1.1251401,8.9528675,-7.4941883,2.0174143,3.0572722,5.764921,9.664196,1.6795313,3.4496942,9.961181,6.811675,3.4589114,16.919962,9.158365,9.011705,8.582344
741,Joy,0.3420284,0.3401123,0.40112895,0.36803633,0.27135083,0.24377804,0.18455164,0.18475951,0.20883471,0.32520792,0.4546485,0.3093527,-398.141,144.04144,-7.939802,20.773775,-13.3917,6.3662853,-20.0286,9.641623,-2.5854435,-1.0941162,15.342697,-0.51252234,-3.1327434,3.5247526,9.97961,-1.1629082,8.892162,-1.7238573,-2.7390172,-2.884879
742,Joy,0.5561544,0.4611794,0.4270635,0.41829684,0.37687996,0.42541605,0.42207676,0.4466627,0.542786,0.61717904,0.639382,0.57061875,-419.6923,118.14237,-25.522547,24.05909,-6.162527,16.685966,-10.213727,9.325441,-0.22449574,7.2162285,12.465111,-1.0686973,9.085605,8.514643,7.7193575,-0.8780065,9.991482,1.872646,2.4016953,1.2550087
743,Joy,0.46368793,0.4146967,0.3333488,0.26525557,0.22217374,0.20655178,0.22608483,0.34187618,0.46569964,0.4621306,0.44112796,0.43360165,-391.9257,117.17564,-5.8827868,14.97083,-4.7613897,2.3880544,-7.6175613,10.691775,-2.235023,1.03599,12.218586,-3.084655,-0.5199082,2.9567308,5.1932797,4.97387,5.3501554,0.41089123,3.2861357,-4.164734
744,Joy,0.46393555,0.40771323,0.36487398,0.36290377,0.3573311,0.38332215,0.38472247,0.40329388,0.429091,0.4660212,0.5237851,0.5339807,-383.31107,111.78368,-25.084505,45.7283,-13.481048,16.430761,-23.050228,7.8692145,-0.9643605,-1.5986823,8.1019335,3.5319197,4.926212,3.0812304,10.89292,-3.8131485,13.242738,2.4399402,4.3001637,5.9927874
745,Joy,0.57580477,0.5514336,0.56032676,0.56341565,0.57289976,0.5585057,0.5577732,0.5904314,0.62306654,0.6934406,0.65349185,0.58278054,-434.956,106.78022,-6.733772,27.162828,1.0304315,14.853522,-6.8490415,7.3284674,2.7073448,7.6592035,10.869832,-1.0136675,8.789843,9.875619,6.3268614,0.32534474,9.685593,4.6076026,6.387325,4.9622045
746,Sad,0.6819417,0.62897635,0.5622341,0.5581911,0.5612704,0.5368746,0.5242322,0.6014825,0.7201861,0.72083306,0.7011111,0.6917211,-502.8911,112.956184,-0.8813472,47.48733,-18.680897,37.06624,-9.747125,21.066511,4.1088505,7.0664864,10.673279,0.5524297,9.408714,-0.47737157,12.40645,0.9877702,13.427727,-0.04633142,5.994925,2.5560546
747,Joy,0.3541215,0.352281,0.31188148,0.32948682,0.38000762,0.31990427,0.33716723,0.39360464,0.52713364,0.42262986,0.3957629,0.3994049,-395.592,129.25699,-16.370277,19.100552,-9.874063,6.398699,-14.679063,5.4746656,3.4161372,6.076261,8.408856,-3.7641337,-3.010401,3.447885,8.634383,-4.7933745,8.138544,1.329537,0.66133636,8.703277
748,Joy,0.3223649,0.34581012,0.37629414,0.45472118,0.29441148,0.2727121,0.2559067,0.24288498,0.36173275,0.42460915,0.40704113,0.32508612,-334.45258,133.3154,-16.502136,32.06517,-24.322163,-6.3220367,2.2726464,-15.659463,-8.620069,4.319732,-9.603786,0.9846027,2.4962258,-5.4463925,1.7483194,-10.666946,-0.6643113,0.09442645,-2.0172882,-0.24735157
749,Joy,0.3929201,0.4133699,0.39868903,0.42746994,0.32544875,0.2865546,0.3160515,0.37667203,0.3953782,0.40638947,0.4215504,0.37220895,-320.09573,120.92248,-19.585857,20.187916,-26.480488,-5.1973543,8.379208,-16.405098,-5.2877135,3.81731,-4.65893,0.5827864,1.7531635,4.553233,3.2460182,-5.0307918,6.377669,4.113094,1.102448,2.0241563
750,Joy,0.37732553,0.43945917,0.44822454,0.47418156,0.47486636,0.35220352,0.30976886,0.3333276,0.3890589,0.5349906,0.54459864,0.3621134,-408.32727,130.1587,2.201652,16.418665,-19.37153,2.6481905,10.548741,-6.309249,-1.4193347,1.2910056,-1.2030827,2.3583457,2.7800188,1.0470257,-0.5330736,-5.721297,1.440045,1.8570296,1.3521856,2.4028234
751,Joy,0.38357627,0.35319278,0.3981995,0.42450666,0.37524846,0.3722337,0.38241437,0.34722525,0.3040128,0.33227044,0.378585,0.39024568,-306.81818,130.67293,-45.742504,25.751259,-32.754967,0.28698915,6.2442284,-16.765244,-7.325776,5.3303432,-7.627467,2.1512182,2.646818,-1.7308064,-1.3472064,-14.626438,4.9893656,3.005098,5.348626,7.2559066
752,Joy,0.34612155,0.3603136,0.37913004,0.42735004,0.30280387,0.26414987,0.25581634,0.28062418,0.32157046,0.3333755,0.33675498,0.31165975,-318.20068,130.5855,-29.9061,19.386883,-24.297533,-3.7998655,10.717461,-18.613838,-13.769937,0.9723315,-7.9418163,4.099759,4.229508,-0.6963048,3.732788,-10.441897,0.486932,2.8527703,-0.057022803,3.1015391
753,Joy,0.2651415,0.3221808,0.39319453,0.36561227,0.32286772,0.2922638,0.30125755,0.44525936,0.6392941,0.6224674,0.39760748,0.30461496,-419.11166,114.215385,-2.393842,24.310793,-3.5454946,3.5947258,5.4141693,-8.244167,-2.879871,6.409366,-2.7490814,0.7263394,6.3163137,1.3529861,-1.1493722,-4.4224277,2.2529066,-0.24922599,-1.4991641,0.12849769
754,Joy,0.28733557,0.33781344,0.40147412,0.3927719,0.3108741,0.31733912,0.34589207,0.3532512,0.32016832,0.3166534,0.32740483,0.29681155,-329.4988,137.0701,-40.284786,22.733208,-27.436613,-1.7884924,7.799825,-19.731968,-3.4441278,1.7669934,-2.857969,2.8111298,-0.44300148,-0.08514383,-3.252167,-7.2346473,4.4187865,0.492757,1.3410339,3.1007972
755,Joy,0.35979155,0.43829632,0.35531586,0.24951036,0.30090335,0.28456092,0.22357409,0.20548469,0.26443735,0.429393,0.48541492,0.37263998,-314.79553,128.10362,-36.951786,22.21055,-30.311945,1.2883093,20.921736,-18.209549,-12.478444,6.1256843,-11.734596,5.7957177,4.116228,-0.08079229,-0.5917951,-15.275447,4.1915326,-1.4248693,1.4469503,2.037047
756,Joy,0.2899197,0.3058403,0.40332973,0.40298676,0.119723916,0.08485923,0.12663421,0.24204196,0.3541905,0.316107,0.26160055,0.28213024,-320.40845,145.89835,-23.998825,34.028748,-31.937834,-6.899495,10.909289,-20.671673,-10.203996,1.2787775,-6.953283,3.0582402,1.1362667,1.3787434,0.639212,-11.030946,2.5926476,-3.048304,-4.350725,-4.0729365
757,Joy,0.28780413,0.31396052,0.40096173,0.290735,0.19876401,0.23115247,0.2851679,0.40514246,0.44173503,0.3241881,0.2405914,0.24464466,-324.79968,140.43314,-28.842402,25.693192,-18.994009,-9.362264,10.990557,-20.586767,-9.70648,3.1272879,-6.658966,4.539045,-1.1397033,-0.51586324,1.8281233,-12.483792,1.573594,0.9093747,-3.2801719,3.346145
758,Joy,0.3494186,0.34873325,0.39513478,0.43218943,0.39075413,0.3262955,0.35556954,0.40116975,0.43169516,0.45764592,0.41202232,0.38603434,-375.57715,130.27577,-21.21283,29.521584,-18.96841,1.0588108,8.616856,-10.814096,-5.31437,2.968747,-4.590279,2.778606,4.4832964,-0.014985119,2.6226904,-7.846254,2.2812486,1.4546155,-1.4989834,-1.2134917
759,Joy,0.33588478,0.3001015,0.3035048,0.28559807,0.28371912,0.2668949,0.2847146,0.32412645,0.40687513,0.513614,0.39221415,0.353469,-364.04263,135.69243,-21.849634,31.66046,-25.104633,3.1123838,5.1008186,-19.2403,-9.746324,-0.55579495,-6.4731674,-1.0679582,3.0174592,2.9800284,1.6657717,-7.6068053,3.205691,-1.1699854,0.08564887,0.6281732
760,Joy,0.30306613,0.28417706,0.32646644,0.30380186,0.2826063,0.25576705,0.25600135,0.29126412,0.40488118,0.6973179,0.72072995,0.43499315,-399.14813,129.43196,-1.861028,26.85651,-23.884943,12.098084,4.1655006,-7.8090405,-10.746141,-2.3271952,-2.5237281,-2.4791188,3.5738738,-0.7078177,2.6558537,-7.935887,-0.6670134,-1.7072932,-4.5995526,-2.5131834
761,Joy,0.43282706,0.41012496,0.33957916,0.3304909,0.28126487,0.24670076,0.2671401,0.34167272,0.35369885,0.5017437,0.49962553,0.3440434,-335.8133,135.059,-25.81638,20.203289,-26.76915,0.2134901,0.2429922,-16.41943,-10.25746,-3.6390183,-3.5950227,-1.7631407,-2.195453,4.972378,3.695758,-9.311161,4.1974597,2.5814853,2.22642,1.328233
762,Joy,0.31507525,0.31246132,0.43490866,0.5716622,0.41798332,0.3192889,0.2735637,0.27156764,0.26247653,0.29985556,0.31808972,0.305756,-278.25436,122.97093,-48.675903,22.894121,-28.84263,2.9430985,4.4279585,-15.660352,-14.365819,5.9916263,-5.8148856,2.4530015,7.953676,-2.0963905,1.7503209,-9.0089035,9.721928,4.8838916,4.882219,4.8144712
763,Joy,0.28333157,0.34805986,0.39660633,0.38860938,0.3295496,0.25651857,0.1992109,0.25110635,0.33038437,0.33057997,0.31461638,0.28639033,-297.68668,135.87366,-32.64953,18.628422,-23.354092,0.35755795,1.7928816,-22.00461,-12.792334,1.5477937,-7.9809484,2.1326158,1.3685455,-1.7670908,0.3267501,-11.194025,4.383748,3.3573089,3.955273,4.1744556
764,Joy,0.18927975,0.23366295,0.2999762,0.4083767,0.27413768,0.28871596,0.22704023,0.1801949,0.27400115,0.27311966,0.18527102,0.1675425,-279.6053,152.42131,-46.96907,12.954805,-37.572,-2.6501348,5.039535,-19.875189,-19.87903,2.4272988,-5.8802476,4.267846,4.8476844,-4.6271625,2.6301231,-10.076023,6.894298,7.786717,6.4747543,5.6997595
765,Joy,0.3482657,0.27066654,0.28424394,0.35626137,0.33694145,0.3406758,0.2124951,0.19288348,0.27959603,0.37691864,0.48550862,0.45416942,-362.56992,133.55397,-17.446095,36.8076,-22.579004,-8.055117,5.1392803,-17.832596,-12.088855,5.7678375,-1.4047065,-0.4903346,2.0960405,-1.9117287,1.1870904,-9.750706,-1.7686493,-0.12921728,-3.1329246,0.68340456
766,Joy,0.3000402,0.33123583,0.3680432,0.420778,0.36404663,0.31798682,0.24107619,0.23965977,0.23971915,0.29036397,0.39521348,0.3686116,-313.66653,128.496,-36.38237,18.456778,-35.53003,3.4431903,3.5001042,-23.743116,-8.929363,4.485927,-6.8103004,5.8178554,7.776411,6.0995793,2.0036476,-9.414965,8.785964,-1.2407995,2.8802636,4.2568502
767,Joy,0.35373372,0.28983167,0.34688354,0.3806444,0.34352237,0.3158931,0.24548654,0.24187915,0.32577035,0.45610663,0.5342065,0.43836603,-388.64398,124.77223,-26.984175,31.138342,-12.139731,14.085122,-1.5952147,-11.212303,-4.8639665,8.175414,-11.302083,5.569542,6.312043,-4.468344,3.8219116,-12.550131,11.058914,-0.7389221,-3.906197,2.0657573
768,Joy,0.3351693,0.30671436,0.37279075,0.42164093,0.3207873,0.2746616,0.27660686,0.37290087,0.44632924,0.45440936,0.3766363,0.35102403,-332.19156,101.60182,-6.514375,14.049596,-13.102557,-2.8283997,8.510982,-14.878307,-8.71121,3.1701353,-6.274622,-0.5345946,4.713563,1.3266953,-2.5367227,-7.306255,2.138072,5.16584,3.5786173,2.9983852
769,Joy,0.47628972,0.50396395,0.54181635,0.5847974,0.6116992,0.54286027,0.4749654,0.44369832,0.5208414,0.6298982,0.6170423,0.5305323,-404.95078,105.13066,-4.237267,29.54463,-18.398796,13.772768,6.7200346,-2.3904567,-8.188533,-1.5286835,2.3331583,3.3204372,5.1658463,1.2472367,4.9787645,-4.1500826,2.8993952,2.8089137,0.84758776,-1.850551
770,Joy,0.23297723,0.2460029,0.31908658,0.37633485,0.30369276,0.27541226,0.22891131,0.25143176,0.3209483,0.39052525,0.36037755,0.2706078,-298.22852,130.45428,-38.231613,25.983242,-30.867304,-5.341707,3.8897765,-17.848372,-16.758545,4.3237257,-8.392932,-1.6934426,3.3862298,-4.5544066,1.0434263,-7.5878787,8.953645,5.0713253,2.3922238,3.030755
771,Joy,0.39987326,0.391292,0.3846057,0.4456729,0.43243146,0.41782045,0.4560781,0.4704262,0.5594839,0.62063223,0.60732555,0.51597226,-425.266,121.21335,-22.461329,30.515903,-9.909584,19.597853,2.1902554,-8.714257,2.434635,12.012128,-8.84619,2.7721121,8.20483,0.05544157,3.750457,-6.2676334,10.63495,-2.6282015,2.35341,3.442545
772,Joy,0.34130564,0.40634677,0.5487121,0.60359573,0.6585909,0.6178698,0.6260317,0.6359453,0.48750523,0.45572644,0.35652167,0.30841672,-335.194,125.09772,-32.808235,12.195061,-25.94164,10.80689,8.317878,-9.386541,-7.8679066,9.704835,-4.0547214,0.12635064,0.13486359,-4.2433925,1.3795481,-4.6725674,16.134323,7.398024,11.683064,10.587975
773,Joy,0.29457313,0.39395642,0.44760388,0.57468075,0.61895895,0.4449107,0.38210604,0.34408522,0.37634203,0.4169408,0.41706544,0.31093705,-370.30057,130.79726,-23.709436,28.829958,-20.083628,-1.7201173,-3.4632695,-16.659729,-4.5080132,3.3041196,-6.196966,4.239949,-0.5584351,-2.7255692,3.7631762,-11.362173,0.95520127,-1.7906029,-1.3392333,1.5774883
774,Joy,0.31419364,0.2766282,0.28223312,0.33815718,0.3628754,0.35518917,0.26475072,0.25612953,0.2632048,0.40958127,0.43232647,0.38756412,-334.74753,119.585106,-33.028328,30.443087,-17.82452,3.414716,-1.2848414,-16.166504,-7.733183,0.663844,-1.7523855,3.0122266,-0.4180913,-1.4352953,1.7006329,-12.405138,0.18623208,-0.4468479,-2.673583,1.5901982
775,Joy,0.3604374,0.33483252,0.41606542,0.5505637,0.44057998,0.3600961,0.2955836,0.3067055,0.35555077,0.36331654,0.41236824,0.38637212,-339.24744,118.10659,-30.232325,13.123104,-17.059044,6.708938,5.530761,-17.775993,-7.2531595,3.4131365,-7.734004,6.364326,4.846309,3.7990518,1.7136297,-13.479818,6.0550947,2.2179174,3.3582492,7.1769376
776,Joy,0.30820787,0.3169171,0.4408496,0.5851457,0.3919001,0.37141043,0.32953286,0.30594394,0.34833643,0.28578794,0.26195797,0.32086998,-392.89163,127.70525,-15.385414,29.721134,-26.35488,7.852362,-2.1836298,-7.6250515,-1.2803171,-2.5893877,-0.76513505,4.8143883,2.4520917,-2.9615726,-1.8701489,-8.761764,3.7629857,0.30110347,2.10386,1.5745013
777,Joy,0.2715272,0.29746407,0.38817966,0.46752754,0.3250328,0.2582839,0.20114006,0.22436222,0.28446198,0.34172913,0.32798082,0.28388497,-330.34665,121.60591,-25.718819,25.982952,-19.29635,-4.144525,-0.6735797,-19.98593,-5.0087743,0.536912,-3.0148838,3.3782473,-1.6034325,2.668104,-3.5391133,-13.11607,4.035437,-3.271461,-1.37989,4.267704
778,Joy,0.33870444,0.35349932,0.3995106,0.40740103,0.43965065,0.40925652,0.357262,0.36132398,0.4514965,0.597222,0.48678464,0.35990512,-368.49347,109.810555,-12.934417,28.396059,-10.1336975,-2.3125906,-0.6476906,-4.413736,-3.8957632,0.24980697,-4.602422,3.9575243,3.738808,-0.6101327,2.135323,-1.9058069,14.020226,8.8011,5.6917143,3.0669436
779,Joy,0.5629722,0.52372336,0.48339614,0.5759626,0.5995379,0.57333034,0.58544827,0.5873192,0.56733066,0.5898811,0.5944992,0.5766457,-423.16968,123.632286,-16.490654,28.098417,-10.827641,19.93881,-4.927217,9.650821,-1.3206936,7.5848927,13.820593,2.145423,8.389174,4.512189,9.064527,-0.68781817,9.141479,0.6984569,2.2395353,3.3582392
780,Fear,0.6614386,0.62236947,0.5366852,0.5342032,0.5106721,0.5090848,0.5141281,0.518283,0.63438493,0.74178153,0.77989835,0.6996317,-474.92157,99.61256,9.830483,35.99517,-5.4771013,21.623156,-2.442993,13.337509,8.259447,2.7076037,8.519474,4.4983096,7.6003833,3.326755,7.694171,2.8249087,9.36967,1.8075682,3.233173,2.2599425
781,Fear,0.41686323,0.3767984,0.41395214,0.39658672,0.36183527,0.35231528,0.3759491,0.4517406,0.4814971,0.5049939,0.49320993,0.45837158,-430.66455,117.22462,7.206985,21.876701,-4.002131,8.461828,-9.704686,8.96395,4.102893,0.16406955,10.745212,3.8445413,2.2559786,3.3383605,7.6685905,1.2805415,7.665402,2.0502164,0.31077883,3.1601048
782,Fear,0.63263214,0.6128326,0.5871194,0.59939176,0.5820574,0.6110406,0.5876381,0.6194042,0.7536596,0.7878932,0.71982235,0.6383354,-492.638,118.228806,9.996368,32.024914,0.2961339,19.927832,-2.5886147,13.953333,4.7182817,3.4003115,11.457643,4.81173,7.5196085,2.373946,7.7383814,1.9527448,9.112561,2.4085033,1.9600959,0.98081785
783,Sad,0.39909974,0.3677956,0.39815855,0.42609668,0.37201267,0.35319343,0.35539925,0.43812975,0.6278845,0.7318281,0.5655764,0.43507046,-447.591,118.841705,6.101774,30.997791,-9.03597,12.555883,-11.958393,13.780557,-0.16682766,1.0559283,13.38055,-0.6106437,4.6425824,3.522083,6.544533,-1.1278582,8.33949,1.7907605,2.7097032,2.167602
784,Sad,0.54605484,0.48753268,0.4510256,0.39798138,0.3441842,0.35688663,0.38951743,0.43783325,0.52959085,0.6541042,0.80944973,0.66106415,-471.50403,120.53185,-0.12839366,46.29656,-23.827097,22.056553,-10.721324,18.761864,-3.5171077,-0.052928455,9.8512335,1.2674351,9.692687,0.02363384,9.257048,-0.086547635,13.414539,-0.88376284,3.004618,2.9001737
785,Sad,0.523007,0.5539698,0.51198107,0.4995877,0.4509268,0.38093767,0.38734773,0.39648947,0.51511675,0.5955813,0.5822827,0.5755584,-466.50272,129.82559,9.09819,35.209625,-23.565605,19.98695,-11.576543,12.548936,1.052984,4.4025106,10.491087,-0.25909114,6.6683483,-0.13120346,8.452417,-0.5782085,10.406563,0.25227606,2.8220792,2.7046711
786,Sad,0.4309974,0.39175445,0.4416709,0.4283735,0.3543964,0.38591,0.40916058,0.46832484,0.48991704,0.45911476,0.4270717,0.42235392,-433.06567,131.08649,2.7341983,23.513409,-16.810863,10.330096,-8.707209,11.505334,2.5458684,-1.5185579,13.541897,2.4687922,3.461292,4.6837044,6.4879165,0.93592155,8.389809,-0.0884884,2.6736243,4.2911267
787,Joy,0.38533556,0.43629277,0.52556854,0.6011985,0.5893304,0.5158898,0.42399818,0.37292516,0.38914698,0.50303864,0.5250485,0.42406452,-388.60947,117.506584,-13.955459,24.37674,-19.124063,13.743482,4.9736753,-6.1334395,0.24161676,8.45982,-5.999729,1.4065278,5.2377057,0.30994707,2.6029224,-6.8374977,5.264195,-3.8453703,0.7066198,3.5960422
