,EMOTION,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
1298,Joy,0.23571655,0.2566875,0.36215985,0.36169225,0.3211693,0.40364978,0.3208326,0.2703495,0.2510527,0.23392485,0.25323498,0.26868078,-304.4652,110.99693,-43.339767,20.43791,-32.09681,-3.9665425,-6.8145986,-6.2755966,-10.7306,-5.0659604,0.043447077,-6.863474,-12.323833,-4.186231,3.2696567,-7.8464317,3.8832986,-5.1117086,3.5872743,7.9652567
1299,Joy,0.27467105,0.27955806,0.34228665,0.29373974,0.27276823,0.28428805,0.39399067,0.47024465,0.5146198,0.34009054,0.32782534,0.4139641,-347.41977,133.35776,-21.583897,19.094517,-45.17104,5.9130044,-18.881113,1.6494628,-5.110049,-1.9627385,4.6863294,-9.042526,-7.0850983,-5.1124196,4.421035,-8.120865,5.3845344,-5.663448,-1.770758,1.7597486
1300,Joy,0.33500248,0.32126454,0.34699196,0.35045308,0.4315621,0.44294453,0.33985907,0.35608107,0.33375376,0.32931605,0.3781888,0.3775518,-371.1269,97.81056,-23.97271,15.182074,-19.276306,0.3380441,-10.331596,3.5446858,-7.0961084,0.23878545,3.802021,-8.571969,-1.5287576,-1.4449584,3.118843,-3.5622003,0.36808482,-6.510735,-1.0017836,6.3449087
1301,Joy,0.36357078,0.23703884,0.17824076,0.19075698,0.3208192,0.42791918,0.28567705,0.3199568,0.37399516,0.3307001,0.34566835,0.3538465,-375.60828,101.976906,-27.321934,0.6782479,-25.745369,-1.6309211,3.6753097,-4.3474307,-8.186122,7.5994053,7.5043273,-10.410136,-2.0945666,1.8636032,-0.21371742,0.8776858,0.13075194,-1.3878562,7.7670584,10.226829
1302,Joy,0.29690617,0.33763102,0.2641966,0.18445936,0.20564376,0.34070623,0.34656793,0.30633694,0.31722054,0.28638712,0.3409781,0.40049857,-306.90146,122.90728,-42.043667,10.895733,-39.797142,-4.3492017,-2.7937407,-4.354137,-16.528374,-2.2480288,-0.7246166,-5.9988856,-4.375042,3.0558293,10.053095,-4.039721,10.842443,-4.2471824,1.944896,5.7638674
1303,Joy,0.2546301,0.23995015,0.3206056,0.26109576,0.28698623,0.23094887,0.19760796,0.22185987,0.26546407,0.34354994,0.3481154,0.34048122,-294.66486,131.5924,-37.18105,14.083312,-40.326504,-13.948061,-2.2189655,-6.759649,-16.21903,-4.555001,-1.6568633,-4.8562593,-9.407601,-1.9659704,6.0060463,-11.3697195,-2.057277,-7.075606,-1.9797237,0.41249058
1304,Joy,0.45084652,0.5996487,0.5312908,0.5369952,0.62997293,0.587847,0.5785774,0.57961786,0.4922728,0.49686182,0.42389148,0.3441421,-444.43414,132.69633,-4.2125983,43.34257,-18.013676,8.333669,-2.2707324,5.722591,-1.8162138,-0.40540504,14.178819,5.1999264,3.4155805,0.43260968,6.1657777,-0.63795453,4.5040975,-1.2013378,0.24020004,2.6986668
1305,Joy,0.32871413,0.38900495,0.4301234,0.4384648,0.45331806,0.4201256,0.40222833,0.4143795,0.4164427,0.4222197,0.38703802,0.34016675,-346.49765,102.300026,-6.1151805,30.833559,-12.593164,-4.0554376,-4.3806834,-3.3685,0.90222913,-6.5110245,11.936278,4.6901655,-3.1438038,4.6401205,-0.09850672,0.081082724,5.5426373,-0.0027752887,-1.3681694,2.5833619
1306,Sad,0.33646327,0.40185684,0.38410926,0.34959033,0.33055934,0.3906405,0.4184274,0.42692167,0.4988645,0.5070757,0.4231838,0.3469175,-415.723,120.73985,6.3234057,31.27918,-23.532497,-0.17724904,0.6649086,0.007301529,6.8762426,0.33596826,9.472443,1.639732,-0.1462068,4.805518,1.4702681,0.03608108,2.188053,-4.0126147,-1.1696225,-0.64385283
1307,Joy,0.36608964,0.4163298,0.44526708,0.47709784,0.5209605,0.50848264,0.5091503,0.52252716,0.5110679,0.45528448,0.38994393,0.3640309,-382.42642,105.550735,-13.719485,29.106281,-14.143108,-1.6862257,-1.4149013,-1.0209576,6.6080546,4.6055245,11.192117,0.03916476,0.48555216,6.4675817,1.2650554,6.8216734,12.507911,4.430428,7.4539733,5.0519514
1308,Joy,0.38032746,0.42778185,0.43843353,0.454007,0.49964556,0.5438583,0.5076583,0.5057284,0.50709057,0.4679977,0.42226332,0.3767768,-340.77002,96.66296,-14.895552,23.741959,-8.181449,-3.429674,-0.042368054,-4.7102556,4.2191625,5.0923567,12.778182,7.4132433,-0.40047914,5.5551853,1.0695541,-0.8028602,7.401995,0.7410514,-0.47751564,3.0795033
1309,Joy,0.3668707,0.35855353,0.37080687,0.4428405,0.48639956,0.48868895,0.4553304,0.45296514,0.47891042,0.5002859,0.4060701,0.3356094,-352.75366,120.077675,-5.650348,37.92794,-15.076757,-8.4353075,-2.902325,-1.1789857,-2.722583,-5.2471013,8.756647,2.3740323,-1.9908733,3.0644403,5.3111973,0.44494563,1.9939568,0.13399899,-1.5477171,0.66140187
1310,Surprise,0.52530795,0.5733552,0.6303105,0.7117004,0.753208,0.76450026,0.756393,0.69994634,0.62960005,0.58750325,0.5757077,0.52501744,-410.49084,84.55919,9.95271,16.80089,-5.115292,5.3316007,7.1734567,2.8697178,6.623469,6.1957293,9.393392,9.187608,5.319694,7.183468,6.434289,4.8772025,8.371305,2.6036222,3.8329852,6.1537642
1311,Joy,0.35784987,0.5180211,0.5215783,0.56313795,0.6427218,0.57778114,0.5057691,0.46100283,0.42998996,0.40051776,0.39418355,0.3613916,-372.97787,116.439545,-24.374231,34.01022,-17.692373,-7.3416095,-0.11506299,-3.117957,6.755708,-1.1287886,9.766619,12.653872,2.3096356,3.967122,1.4187899,0.45713252,8.707076,0.41397306,0.19113235,6.239178
1312,Anger,0.3202732,0.33612767,0.24155183,0.2237548,0.24466431,0.27830315,0.3401392,0.28233474,0.2885695,0.35021457,0.3598481,0.3246414,-278.60403,109.61079,-40.385113,21.698359,-53.10555,-4.617875,-6.9884806,-6.961532,-18.612803,3.8327396,-1.0742357,-10.038647,-2.2790415,-6.230657,6.624878,-8.383617,1.6531279,-2.7418644,4.8487053,3.84191
1313,Anger,0.38755465,0.38414013,0.3989392,0.3431451,0.3239666,0.33206812,0.32635382,0.40217978,0.36947837,0.29374608,0.36425942,0.4252423,-359.99234,115.824585,-6.2181015,13.4291935,-43.877556,-9.820345,5.0060854,-4.185153,-12.130377,0.85208493,0.77480084,-4.958571,-3.0383937,-1.606028,2.5422335,-7.695486,-1.1723876,-1.0284833,1.9588358,0.4871721
1314,Anger,0.37728134,0.36806974,0.30464804,0.3159862,0.32097477,0.33922043,0.3016489,0.33837846,0.41397566,0.38939312,0.31012395,0.33226663,-324.2135,108.46161,-27.053417,19.271984,-43.983402,-1.8323175,-4.44478,-7.779165,-9.158113,-0.6466297,1.8218887,-3.619955,-6.8003316,-2.16788,3.9203231,-10.0584955,2.2642322,-2.4524755,2.5243762,1.5122408
1315,Anger,0.6222385,0.45957,0.42909196,0.44469413,0.41139176,0.41377282,0.5161649,0.6145742,0.51345795,0.5103783,0.47648332,0.5570611,-404.0826,101.377335,-7.226088,13.220653,-25.680544,6.315907,4.01859,1.1289753,1.0203792,-0.41538775,5.4903893,4.183668,1.7638853,-0.25949997,5.0593224,-3.175682,-1.4752339,2.3641682,2.0515437,-1.9323611
1316,Anger,0.32177547,0.34492686,0.34530458,0.32692927,0.25671116,0.2824331,0.2642321,0.27061254,0.3097795,0.30366877,0.29467133,0.3177743,-283.9028,113.407166,-39.753498,15.188126,-42.53527,-4.4369683,-3.769541,-9.05564,-15.032923,-0.10137789,-0.7429542,-9.895804,-2.7069314,-2.92423,2.3133094,-5.244887,1.7241294,-5.5599313,1.7677653,1.597455
1317,Anger,0.3894548,0.33838087,0.38068897,0.34509373,0.33667028,0.3531571,0.36505294,0.4325622,0.42786512,0.40140015,0.4595897,0.45131582,-391.3811,107.922356,-5.9117475,18.959276,-26.123991,-6.330591,-0.31223068,-4.124329,-9.797789,-0.6181314,1.8613276,-4.0523095,-2.424473,-0.7774375,2.6367958,-2.8620317,1.9990067,-2.7749999,1.7710297,1.3706388
1318,Disgust,0.34391904,0.3005561,0.30193937,0.29653695,0.31954816,0.3706616,0.32824516,0.3684583,0.36164096,0.35747287,0.42690843,0.44146684,-364.21936,103.69804,-9.299727,20.265974,-32.046387,-5.8274474,-3.0158415,-2.5977535,-10.838759,-6.2346807,0.8097515,-5.4289985,-3.1772876,-2.0531218,-2.0078962,-6.4815826,2.9948113,-1.4913306,5.1850677,3.1421244
1319,Anger,0.3547932,0.33927304,0.29429165,0.2944415,0.28399834,0.32149655,0.26970994,0.30063194,0.31363997,0.3013697,0.28820622,0.31583083,-301.91003,118.12711,-33.143635,18.84004,-49.306103,-4.7834053,-5.1734076,-4.055934,-17.77564,-2.9703672,1.8890561,-7.6850963,-3.8898435,-6.8937383,3.2776904,-9.124512,0.058521755,-5.096277,3.9338048,3.0639393
1320,Disgust,0.5152451,0.5587131,0.63307256,0.6811002,0.73227936,0.7478608,0.74343115,0.6574297,0.61985826,0.5795658,0.51660764,0.5109548,-393.27377,93.45425,-0.31754023,29.696733,-9.05506,3.1620345,2.855985,3.6180017,2.461325,-0.14901923,12.0626545,3.9685493,4.7718544,6.4359293,1.0991266,1.1090626,5.045252,6.193703,2.9692068,2.7115104
1321,Disgust,0.5466495,0.54137737,0.5625431,0.5492799,0.57227457,0.60018927,0.5838755,0.5507137,0.51931316,0.5371114,0.47643036,0.46622482,-431.08395,117.54236,6.5352726,29.278044,-11.312558,5.223396,1.0145988,0.520617,1.9637597,-3.903899,9.210634,5.896241,0.9333667,5.600178,3.0572448,-2.0203261,4.087734,1.1419867,-0.8878401,0.61247
1322,Disgust,0.36345232,0.42409414,0.44450164,0.472342,0.44567263,0.4814406,0.41884091,0.42042276,0.46682465,0.3834093,0.2876572,0.2639179,-380.4568,121.49502,-8.943627,36.935425,-15.347648,0.14529255,-7.980839,-2.1086838,-1.4705238,-7.5965786,12.524118,4.2872353,-3.4873834,2.5822194,-1.5678331,-6.092357,3.6901958,-1.9288762,-3.8884094,-0.098497994
1323,Anger,0.36807978,0.42335936,0.37311324,0.4227765,0.4355227,0.44020945,0.40607098,0.34670752,0.3543488,0.3681639,0.38759387,0.35390586,-329.4604,117.63463,-15.03477,42.669456,-22.264156,-4.5310435,-9.990085,-5.352425,4.404726,-11.851983,9.0341,8.971698,-3.2508874,6.4372096,2.2477968,-6.408958,6.062455,1.3550316,-2.1312642,2.8414254
1324,Anger,0.37298444,0.4064775,0.42881206,0.40885305,0.53309387,0.5598283,0.4717504,0.3992707,0.30444446,0.27988762,0.3165574,0.3802357,-351.49283,127.19963,-15.293855,50.665302,-17.452366,-2.6517792,-6.636791,-1.6427498,3.2461598,-12.100283,8.940638,8.212178,-2.583849,7.230588,3.2897997,-5.7354736,8.578405,0.47868383,-4.5854163,2.2186131
1325,Anger,0.34970692,0.30423573,0.2778838,0.31772998,0.31312785,0.26415014,0.29972178,0.2937088,0.3497076,0.30799615,0.23350342,0.27802128,-322.4557,123.68303,-18.117514,48.5002,-19.830671,-4.431042,-8.587029,-10.112522,6.2011323,-8.427279,7.3974113,6.9407535,-7.6281376,4.9444895,1.5839643,-7.5949244,4.909175,0.117971875,-3.462115,-1.1778576
1326,Anger,0.46491903,0.49253306,0.53098905,0.57632476,0.5559534,0.4964635,0.49582896,0.47888947,0.47414932,0.52135456,0.5806539,0.53617144,-389.35236,106.8362,5.873512,24.973093,-21.344778,-1.594756,7.686339,1.5095704,3.7287369,-2.6206462,7.2969956,2.6197252,0.182471,8.024554,1.7028731,-1.1741396,5.1348333,2.619823,-1.152095,-1.1688443
1327,Anger,0.32305473,0.36458156,0.3846678,0.4646135,0.455613,0.39290094,0.30713436,0.3243917,0.41296878,0.3963715,0.34629035,0.2686498,-343.8005,126.5048,-18.094505,34.13835,-24.79103,1.5385724,-5.6064644,-8.6916275,11.460462,-7.4463096,10.946648,9.595192,-6.5614715,4.062158,-3.7640336,-8.324638,2.5211294,-1.6949644,-1.0825266,-2.6811466
1328,Anger,0.2743733,0.36337516,0.3590927,0.30965343,0.20900203,0.2068092,0.20412941,0.20659989,0.27085862,0.2504231,0.22771125,0.23655558,-262.90475,125.341286,-35.31505,40.78586,-32.927097,-14.615338,-7.2048116,-10.557757,3.6315665,-10.296756,12.598562,5.40116,-12.38983,8.344087,-1.3981532,-8.255539,11.029432,-1.0138845,-4.7019353,2.1199813
1329,Anger,0.3159038,0.380657,0.32530147,0.28917906,0.30122906,0.2802156,0.35531238,0.42401728,0.37998646,0.36894038,0.35666692,0.31998104,-360.90292,122.6272,-9.483889,42.209106,-14.662528,-7.916284,-8.022242,-3.6614268,6.4940467,-7.790433,6.210049,7.321014,-6.8942785,4.7381096,2.5692856,-6.533101,7.9856763,0.85226613,-3.0063713,0.17640612
1330,Anger,0.40703055,0.56986564,0.5753404,0.5363274,0.4836155,0.3892774,0.35533115,0.34288365,0.34876686,0.35849792,0.33206472,0.30128714,-370.99054,132.80476,-11.580106,39.962074,-27.467735,-3.665717,-6.9889984,-5.0572248,8.192229,-8.698353,6.5497637,5.671723,-3.7115228,6.4731164,1.7349135,-6.160503,4.273994,-1.6708003,-3.3939521,-1.8456863
1331,Anger,0.3299979,0.4267804,0.4330634,0.42750406,0.4654295,0.44992694,0.42775112,0.40977535,0.44540808,0.45373672,0.40137514,0.3356799,-392.123,118.39735,8.114641,32.749985,-15.987962,-4.17844,-4.830141,-0.81422997,7.9695077,-4.244986,7.8554864,4.695761,-5.079818,5.4623003,1.9243127,-3.6119325,5.2573705,-1.2767391,-1.1274444,1.7704695
1332,Joy,0.53477323,0.53639007,0.64138573,0.7232508,0.6659296,0.53797114,0.479927,0.45764366,0.47437412,0.5968602,0.67322516,0.5976239,-448.26306,102.45979,5.733991,32.462475,3.416049,11.128736,-0.9331585,4.530171,2.6178484,0.8708641,7.93139,2.6449091,4.40198,4.4303656,7.390228,1.0447665,1.1889259,1.1877663,0.9640925,0.89418316
1333,Joy,0.42591515,0.4704454,0.48752484,0.4799289,0.48147637,0.43501288,0.42164713,0.45895904,0.6048589,0.6467563,0.56395423,0.41337556,-445.55316,122.18699,-29.189342,29.44228,-10.945076,20.639778,-10.641174,-3.5335374,3.50372,3.6643968,7.79541,-0.54655707,1.8347638,0.90458965,5.4644904,-2.6435826,2.2334805,-1.324005,3.741056,-0.40434924
1334,Anger,0.48969856,0.4718463,0.55696017,0.6253904,0.5292341,0.41210297,0.3849895,0.43557775,0.48961118,0.625495,0.67824847,0.5781827,-494.60187,127.91244,11.37386,43.818058,-9.58937,14.409685,-2.9374917,9.043975,-0.8595119,1.1339031,2.6357365,-3.3766775,4.3080487,1.1756097,8.761784,-1.7274144,4.997315,-2.3231537,-0.44870394,0.14965461
1335,Surprise,0.41907138,0.4694916,0.5642917,0.5999286,0.5131271,0.457944,0.50807315,0.5191264,0.46552283,0.57210624,0.64739925,0.49548995,-466.50226,117.35158,-22.574553,34.53477,-11.999991,15.028126,-12.64585,-0.37810716,9.919173,2.9279945,4.338955,0.48023793,6.1182327,4.4335284,4.4214535,-2.5927505,7.2021704,-0.46098626,2.857577,3.8889132
1336,Joy,0.38591766,0.40006074,0.45266402,0.46893603,0.4114311,0.37949756,0.41832018,0.46229282,0.52678823,0.5948821,0.5932945,0.45517403,-484.7566,125.51897,-15.485682,37.110165,-14.586119,16.637745,-6.4441924,-0.734917,3.8823154,3.0164719,5.403627,-0.0107343225,3.7352839,-0.0030865227,3.6922379,-3.8668797,3.985655,-2.077761,1.1619173,1.2091793
1337,Joy,0.2699472,0.3090829,0.3857187,0.43606845,0.35967007,0.27949977,0.28285426,0.37733474,0.41134614,0.4643081,0.46225512,0.32723105,-404.2016,113.81291,-19.60272,35.586494,-14.569019,4.2010355,-10.74344,-17.348038,3.9631472,-4.6422906,1.4671644,2.7956734,-0.46008033,3.3894453,-0.5612932,-2.993903,3.67044,-2.823685,-3.4349086,1.3438803
1338,Joy,0.566563,0.56908196,0.62519336,0.7341412,0.6806932,0.57256055,0.5270963,0.5681986,0.5933849,0.66687584,0.7317972,0.6158767,-479.67264,118.29599,2.6812677,44.874092,-4.9490285,19.188585,-4.9345226,7.407849,1.6510482,3.8490775,7.1051154,0.6561756,6.706957,1.0454061,9.639123,-0.809263,5.29397,2.2387114,2.399829,2.433212
1339,Joy,0.50849205,0.5273119,0.5788928,0.6236576,0.67789257,0.6955609,0.74390274,0.77247745,0.77751786,0.75779206,0.680869,0.5295349,-479.39804,112.32647,-4.3156676,24.12829,-2.8488173,14.806805,5.200551,3.6563377,10.741762,9.119717,9.527195,4.6508713,4.3084955,4.396309,6.1537523,1.6570464,4.8764195,4.4659386,5.278694,4.834825
1340,Anger,0.4386547,0.50077003,0.5350513,0.49054816,0.4927442,0.52318627,0.5855386,0.64222646,0.6760198,0.6092699,0.45585427,0.39348114,-477.9291,131.31416,-0.6147371,39.31091,-7.1840405,11.485268,-0.871307,4.658188,4.4101176,3.7335398,7.980034,5.14175,5.0445514,0.9722443,6.985944,-2.448277,4.9034066,2.7458348,0.8325615,3.723933
1341,Joy,0.3748851,0.4402695,0.5204744,0.5490483,0.5276392,0.4771078,0.44391677,0.5030603,0.5577896,0.5607142,0.47152013,0.35717595,-454.98767,131.4478,-21.53851,34.289204,-9.756481,17.943462,-6.2045703,-3.6595345,5.0100594,2.4346447,7.880511,5.037542,2.6809134,4.3486333,9.092184,-2.9310262,5.9272256,-0.07845655,3.0630918,4.162761
1342,Joy,0.3527444,0.4313665,0.488344,0.48713583,0.49396878,0.4511919,0.42005035,0.44186175,0.47621882,0.56153774,0.4738393,0.34603554,-412.89386,129.36044,-30.857296,35.053646,-12.095522,11.180789,-4.357658,-8.628478,7.4602537,5.9330335,5.5510216,2.9319344,1.3715769,3.2532551,7.813639,-4.6662874,4.32408,2.406745,-0.7164436,3.5284133
1343,Joy,0.38539842,0.3791184,0.42487472,0.42480886,0.33783183,0.36857837,0.35297316,0.33587077,0.41756716,0.42392278,0.50940895,0.42739847,-376.23837,119.93914,-28.193354,38.954296,-15.283604,5.934355,-7.9543443,-12.049546,10.928702,-2.6212873,4.4102716,7.561209,0.7101953,5.521337,4.878447,-1.3595424,4.2387,1.607551,2.6616426,2.6551144
1344,Joy,0.3004012,0.2996496,0.34712222,0.43243423,0.40143934,0.36719024,0.3463899,0.43036416,0.43452537,0.40424258,0.44323257,0.38452613,-383.60913,117.14162,-20.081596,11.036957,-13.557919,2.0002058,-2.711253,-13.877206,4.8186893,-0.90328896,4.7934084,6.5770593,-6.4803085,1.1963924,7.780007,1.7382567,6.6654387,7.623553,1.1967869,4.0748634
1345,Joy,0.33344212,0.3805005,0.39055547,0.41465968,0.33578953,0.3452355,0.29125053,0.3320641,0.39692655,0.4103044,0.43778402,0.3328519,-370.06927,125.45409,-33.806366,45.791267,-21.611366,3.3789158,-14.851739,-14.242731,4.874313,-7.3435726,1.9326568,6.4202957,-4.110445,0.48565027,8.056085,-6.1573873,2.5844092,1.1003506,-4.8550205,-1.3618267
1346,Joy,0.33615252,0.41504315,0.35472164,0.31545755,0.35216174,0.4289388,0.5187837,0.52024215,0.47194678,0.46138322,0.43353698,0.28996575,-445.86874,131.83597,-10.158777,36.479286,-15.175927,9.488665,-7.179832,-7.1202335,2.0036066,0.8623175,4.724284,3.2395551,1.622578,1.4708097,6.403235,-2.7883258,5.715191,0.8087803,-2.564319,0.2704406
1347,Joy,0.39595264,0.41363204,0.49809456,0.5795109,0.5433911,0.54620874,0.5303341,0.5497192,0.610312,0.6504528,0.60806566,0.4413619,-473.6004,129.58911,-18.876785,41.277027,-11.914616,17.042233,-6.441467,2.2439506,2.9539366,3.243283,5.7187657,3.1325207,4.568486,-0.6093865,7.6224036,-2.5549507,6.4608026,-0.16810822,1.2500645,1.5660441
1348,Joy,0.35359812,0.4231761,0.52338004,0.5783625,0.434627,0.3355305,0.30286238,0.34368202,0.5525711,0.69208103,0.6093664,0.44343582,-468.68118,130.77718,7.434067,47.25569,-7.8526473,15.200138,-7.1702995,6.259659,-5.5763497,1.3361931,5.207864,-2.6256478,5.593603,-1.6651525,7.0427747,-2.718793,5.2681227,0.2876918,0.3426416,0.28911364
1349,Joy,0.5148891,0.5440042,0.66053176,0.7317852,0.6197936,0.5206142,0.50804037,0.5267619,0.5801978,0.66338474,0.70226616,0.6071814,-475.89838,107.626854,12.875562,37.03989,1.5569512,14.69311,-2.31422,4.572824,2.1617274,3.0017648,7.4007277,0.8994889,4.8759255,1.0180686,5.19802,0.32295805,5.2020583,3.1516304,0.19249853,0.19629435
1350,Joy,0.53024995,0.48351592,0.5947595,0.710463,0.60229367,0.49047732,0.4631032,0.458545,0.5109838,0.57664037,0.6549795,0.6650579,-467.85074,137.22891,-8.426678,44.221775,-19.843908,21.982676,-4.6635766,10.318827,-7.1514454,3.2372315,8.305,0.3728857,10.972743,-1.841632,6.516653,-3.2976878,7.040174,-1.1629512,2.4075065,-0.46594778
1351,Joy,0.40684694,0.43217397,0.54041564,0.6336792,0.5814114,0.476872,0.43722045,0.46466848,0.5131074,0.61939675,0.66656464,0.5027019,-452.4307,119.045395,16.126965,27.590683,7.6188636,5.17727,1.5772557,0.5121743,-0.16833672,0.7964306,4.4913197,1.4804368,0.42759252,2.3809557,6.7110085,2.709652,1.8201737,0.41900587,0.29508922,1.8013897
1352,Joy,0.40725318,0.45351624,0.5285407,0.55320764,0.48176664,0.4032139,0.41227236,0.44369414,0.5157228,0.5752098,0.52059144,0.4214607,-451.16858,138.04446,7.8050876,45.478455,-2.4862037,14.503958,-4.77874,2.0003462,-8.096359,2.2063131,5.8275228,-3.6756759,6.244975,-1.2666895,3.9879699,-1.2491244,4.278754,-0.61341363,1.8282073,1.3253175
1353,Joy,0.39257017,0.44387785,0.5522238,0.6558642,0.58770615,0.45979303,0.41561738,0.44144723,0.49120268,0.52889967,0.4878204,0.39737418,-455.56628,121.57479,14.638048,43.573715,-5.951122,14.309301,-3.4004128,4.7693005,-0.84153384,0.8315272,6.4172764,-2.6860194,5.678756,1.1848426,5.4541845,-0.47177783,3.4404144,1.9414799,2.2250328,2.0391717
1354,Joy,0.41232204,0.45190725,0.58288985,0.69226474,0.4642451,0.3073048,0.30930975,0.34902492,0.39260578,0.54166347,0.5764035,0.45421687,-452.60455,129.78645,9.309502,39.61152,-4.935167,9.192696,0.9001415,3.3034031,-3.7159765,1.8619887,4.1679354,-4.9747157,1.7275848,0.9268483,7.592538,-0.81325865,1.1192845,-0.5001398,-0.42956135,0.0029702869
1355,Joy,0.53322464,0.63951397,0.65893376,0.6202394,0.53420746,0.44751674,0.44798103,0.43426907,0.484665,0.6114235,0.63748294,0.5786461,-438.2596,124.37697,-4.8622494,34.76041,0.38918343,17.15383,-4.6829963,2.3150365,-5.0809536,5.1397166,8.145619,-0.019715631,7.441904,-0.78578556,6.940764,-0.094471514,1.6293124,0.22345437,2.1542253,-1.444366
1356,Disgust,0.6282475,0.6430412,0.69926965,0.7138004,0.72875017,0.732731,0.7492554,0.6818666,0.68180734,0.6838659,0.66962314,0.6322538,-522.05133,116.24757,-1.0195245,30.690382,-10.523503,18.67886,1.0700008,10.650235,5.076133,5.7667236,6.5757065,3.6467462,7.2177734,-0.8795621,7.850536,-0.7974485,4.6051717,2.0152326,3.493901,1.9723562
1357,Anger,0.4144206,0.48020127,0.5267438,0.49106887,0.48676062,0.51962024,0.5594177,0.6120189,0.5789136,0.5335454,0.4782542,0.4022441,-440.99548,130.72217,-18.50615,34.45874,-15.564568,9.148826,-5.238726,-3.447914,5.3311906,1.8105146,5.7622285,3.3051937,-0.46699992,2.915981,8.282147,-6.1142077,4.404812,0.72850686,-1.7780604,2.5963311
1358,Surprise,0.3986909,0.40616408,0.46190798,0.4962068,0.52103335,0.55626625,0.6268755,0.65034306,0.5797568,0.64936465,0.69745976,0.47670847,-471.18942,143.93222,-18.457983,32.084805,-19.7246,24.907509,-9.792683,4.9150577,2.442215,7.858449,7.912348,-0.6482232,1.5964361,-3.8427527,6.629663,-7.647893,6.648441,-0.4652639,3.9076138,5.5510993
1359,Surprise,0.52062744,0.46445414,0.5637165,0.70436966,0.61314493,0.5020856,0.50165087,0.47400793,0.51034486,0.58116114,0.6729792,0.6119021,-503.04016,134.6578,14.376737,42.704315,-14.392356,10.69455,-5.317102,9.211802,-2.1014483,8.177512,6.3213415,-2.7790606,7.302928,-0.65807766,6.876092,-0.56204236,6.727633,-2.2768779,1.4478513,1.3004506
1360,Joy,0.44888845,0.45078525,0.54277897,0.65146357,0.69057375,0.60265505,0.6189602,0.67130303,0.68611604,0.5271038,0.44898447,0.47210598,-436.51025,128.93338,-21.824808,27.221874,-13.596369,7.4585876,7.303614,-1.3827558,-3.581374,9.294747,1.039979,2.2212431,6.161267,-3.2107112,6.9658203,-3.3777945,4.4629707,5.2400546,1.3607373,1.1308737
1361,Joy,0.51116335,0.5687041,0.5588743,0.557719,0.58965343,0.5952405,0.63831073,0.60289043,0.5460904,0.5824068,0.6753837,0.6105228,-431.6214,114.00818,-14.910241,20.177982,0.60610366,-2.5882952,7.3061137,-3.473248,1.3699274,4.6807117,-3.224731,6.228053,3.4388955,1.385181,7.880437,-0.10592156,3.8842843,3.2057378,-1.1150748,1.8034546
1362,Joy,0.4624373,0.41827953,0.39353025,0.4067665,0.46339294,0.465113,0.47764745,0.5100888,0.5599796,0.5651029,0.5979029,0.52860916,-346.47675,113.14516,-38.788033,2.1323297,1.8793118,2.7767751,0.5302061,-2.410034,-2.0034378,6.370219,-1.4749935,0.31874344,5.620394,2.4681253,5.8824854,-1.8452413,0.65301895,4.448228,5.396871,-0.01809865
1363,Joy,0.35024422,0.32372794,0.32456538,0.3875952,0.5711304,0.5572084,0.4700227,0.42215,0.3999946,0.44095188,0.4247943,0.4226095,-336.01126,119.477425,-44.749138,4.693506,-26.284166,0.07005611,19.769152,-1.7465762,-5.3286924,20.244091,-3.5428116,2.2852623,2.526593,-6.2661853,9.354295,-1.7154868,3.7229276,-4.332102,-0.077457175,1.8323528
1364,Joy,0.44492415,0.42716193,0.46054962,0.49953064,0.5160082,0.4290619,0.40271384,0.45473325,0.51681453,0.5943812,0.6113285,0.48652282,-415.33093,120.66572,-19.010841,27.18412,-1.758215,7.6485143,1.0682145,-3.6297565,-0.3951413,1.7982296,-0.05703593,2.637374,4.3225527,4.612936,6.094692,-6.096079,2.494556,3.1990912,0.60353494,1.0936164
1365,Joy,0.41767937,0.4196225,0.4022989,0.41850236,0.45682722,0.4595556,0.38737285,0.3632225,0.38239154,0.44886073,0.5359553,0.46793094,-368.77185,120.34133,-3.3395526,15.789347,-11.951734,-3.3195744,2.1608043,-7.6546907,-4.0189114,-1.3300315,-4.0036073,5.6467433,-0.23302971,-0.48314917,8.052319,-3.6715243,2.6959045,4.0792584,-0.09442908,-0.7721259
1366,Joy,0.44788244,0.38764915,0.39934617,0.41439205,0.46673468,0.4755681,0.43039027,0.4599531,0.44285706,0.5307523,0.6725918,0.6242871,-412.04218,126.400314,-16.664778,34.219234,-7.0992336,10.632675,-4.6307006,-2.5601923,-1.8051245,-1.0151807,0.4593477,4.037488,4.150332,1.5815893,7.1680517,-5.5658827,5.1328034,3.4574718,0.19815694,-0.18236913
